symbol,adj growth,wacc,roa,dcf,current price,future price,growth,avg roc,niev,cash,net_margin
BLD,0.23,0.1128,0.07,3451300922.15,156.57,104.82,-33.0,0.09,0.06,0.19,0.09
TTMI,0.41,0.0736,0.04,2792365055.2,16.02,26.76,67.0,0.04,0.03,0.96,0.02
WMB,-0.23,0.0802,0.01,57642012991.76,34.96,47.44,36.0,0.01,0.04,0.34,0.14
ARMK,-0.68,0.09910000000000001,0.01,-6322865605.08,42.12,-24.65,-159.0,0.01,-0.01,0.19,-0.01
ATI,-1.8,0.0658,-0.08,-12670602359.99,31.12,-99.57,-420.0,-0.09,-0.01,0.8,-0.01
ATI,-1.8,0.0658,-0.08,-12670602359.99,31.12,-99.57,-420.0,-0.09,-0.01,0.8,-0.01
WM,-0.01,0.0713,0.06,98263267246.17,169.81,234.9,38.0,0.07,0.03,0.03,0.1
TEAM,0.09,0.09029999999999999,-0.18,17966422740.66,141.0,127.95,-9.0,-0.71,-0.02,0.87,-0.22
TER,0.22,0.1191,0.2,14195517114.05,92.67,87.09,-6.0,0.25,0.07,1.39,0.27
ACLS,0.51,0.1301,0.08,2062859738.11,78.76,61.93,-21.0,0.1,0.04,1.96,0.15
UNH,0.09,0.0757,0.08,677483047497.42,536.16,719.31,34.0,0.12,0.03,0.27,0.06
TMO,0.27,0.0711,0.07,292274579777.95,563.0,741.72,32.0,0.08,0.03,0.33,0.2
VRRM,-2.82,0.0825,-0.0,3416569489.39,15.76,21.89,39.0,-0.0,0.02,0.58,0.08
ASML,0.23,0.1027,0.14,182911651364.3,605.71,450.0,-26.0,0.2,0.02,0.57,0.32
WCN,0.32,0.0699,0.04,43598118121.96,145.45,167.35,15.0,0.04,0.02,0.12,0.1
VRNT,-1.07,0.07719999999999999,0.01,3221117720.59,39.95,49.02,23.0,0.01,0.01,0.75,0.02
CCBG,0.06,0.0662,0.01,3304525569.42,35.21,195.79,455.99999999999994,0.07,0.06,0.28,0.16
CCBG,0.06,0.0662,0.01,3304525569.42,35.21,195.79,455.99999999999994,0.07,0.06,0.28,0.16
TXN,0.09,0.0882,0.3,164042206359.88,177.66,177.63,-0.0,0.34,0.05,1.8,0.42
ABST,-1.74,0.0857,0.03,564178335.44,9.97,11.32,14.000000000000002,0.34,-0.05,0.37,-0.12
TCN,0.55,0.0571,0.06,8766438431.9,8.62,32.19,273.0,0.06,0.19,0.41,0.73
AMAT,0.19,0.1192,0.18,62481821830.35,106.71,70.32,-34.0,0.23,0.06,0.79,0.26
VEEV,0.16,0.07730000000000001,0.13,28173828805.01,174.9,202.67,16.0,0.17,0.02,1.35,0.23
AAON,0.11,0.0754,0.14,77796346.7,80.44,1.48,-98.0,0.16,0.01,0.03,0.11
UNFI,-0.21,0.048600000000000004,-0.01,-2459841009.25,46.72,-42.35,-191.0,-0.01,0.09,0.02,0.01
TXT,0.1,0.1007,0.05,16561150835.95,71.3,75.13,5.0,0.07,0.05,0.57,0.06
APLE,-0.73,0.0895,0.01,4140087801.85,16.86,18.13,8.0,0.01,0.0,0.05,0.02
ATEN,0.44,0.10439999999999999,0.03,974011594.16,19.04,12.56,-34.0,0.03,0.06,0.68,0.38
ATEN,0.44,0.10439999999999999,0.03,974011594.16,19.04,12.56,-34.0,0.03,0.06,0.68,0.38
ZBRA,0.2,0.12210000000000001,0.11,12027166641.61,274.86,225.05,-18.0,0.16,0.06,0.18,0.15
TGLS,0.79,0.2207,0.06,969123872.39,31.54,20.33,-36.0,0.07,0.05,0.55,0.14
UE,-0.0,0.08410000000000001,0.04,2190916553.96,15.35,18.7,22.0,0.04,0.06,4.54,0.24
ALKT,0.05,0.0008,-0.37,-75330369711.43,12.93,-854.59,-6709.0,-0.52,-0.04,9.3,-0.31
VFC,0.34,0.0791,0.08,14964823405.49,33.22,38.1,15.0,0.11,0.11,0.38,0.12
AON,0.06,0.0727,0.05,64043741680.33,306.78,290.67,-5.0,0.11,0.02,0.03,0.1
TEL,-2.63,0.0852,0.08,40272920629.42,125.78,123.42,-2.0,0.1,0.06,0.26,0.15
USLM,0.16,0.08529999999999999,0.1,747845956.56,142.2,132.16,-7.000000000000001,0.1,0.05,9.42,0.2
TT,0.07,0.0768,0.07,42063681375.11,179.01,177.08,-1.0,0.09,0.03,0.45,0.1
TAYD,0.14,0.0913,0.05,43767475.78,13.46,12.52,-7.000000000000001,0.06,0.05,3.78,0.07
CARG,-0.12,0.1195,0.13,953718386.16,13.08,9.38,-28.000000000000004,0.16,-0.0,1.36,-0.0
CARG,-0.12,0.1195,0.13,953718386.16,13.08,9.38,-28.000000000000004,0.16,-0.0,1.36,-0.0
CALX,0.7,0.1551,0.07,2830737572.06,72.33,44.4,-39.0,0.07,0.05,0.4,0.35
CALX,0.7,0.1551,0.07,2830737572.06,72.33,44.4,-39.0,0.07,0.05,0.4,0.35
AZTA,0.58,0.1209,0.12,1651770213.75,62.07,22.05,-64.0,0.15,0.02,0.66,0.22
AZTA,0.58,0.1209,0.12,1651770213.75,62.07,22.05,-64.0,0.15,0.02,0.66,0.22
WSO,0.15,0.0848,0.11,8559617483.44,266.4,259.18,-3.0,0.14,0.04,0.16,0.07
WTS,0.08,0.08410000000000001,0.08,4109788615.84,159.92,149.13,-7.000000000000001,0.1,0.03,0.59,0.09
AJG,0.09,0.0756,0.03,40063861324.2,201.26,193.29,-4.0,0.06,0.02,0.02,0.11
ADBE,0.19,0.1092,0.17,112619830516.55,341.53,236.7,-31.0,0.23,0.03,0.55,0.31
TFII,0.31,0.111,0.08,7478920286.55,105.82,80.38,-24.0,0.1,0.07,0.01,0.09
VICI,0.18,0.09029999999999999,0.05,18466527451.1,34.03,29.36,-14.000000000000002,0.05,0.05,2.01,0.67
TTEK,0.13,0.0843,0.08,7809504279.46,154.8,144.93,-6.0,0.12,0.03,0.2,0.09
TNC,0.23,0.0756,0.04,1326812523.05,64.35,71.58,11.0,0.06,0.05,0.43,0.06
BRX,0.09,0.09789999999999999,0.03,6528759527.02,23.03,21.98,-5.0,0.03,0.04,0.77,0.23
AXTI,-0.0,0.1458,0.02,-479868756.26,5.36,-11.22,-309.0,0.02,0.06,0.77,0.11
AXTI,-0.0,0.1458,0.02,-479868756.26,5.36,-11.22,-309.0,0.02,0.06,0.77,0.11
ASRT,-1.95,0.1219,-0.12,-413996720.19,3.06,-9.28,-403.0,-0.19,-0.01,0.27,-0.01
ASRT,-1.95,0.1219,-0.12,-413996720.19,3.06,-9.28,-403.0,-0.19,-0.01,0.27,-0.01
TSEM,0.09,0.0738,0.06,4179182700.6,44.76,38.52,-14.000000000000002,0.07,0.03,0.76,0.1
BRX,0.09,0.09789999999999999,0.03,6528759527.02,23.03,21.98,-5.0,0.03,0.04,0.77,0.23
ZBH,-2.01,0.08070000000000001,0.01,24259497939.98,122.97,116.13,-6.0,0.01,0.02,0.14,0.05
ACM,-1.15,0.0935,-0.0,4698709103.45,85.9,33.04,-62.0,-0.0,0.01,0.22,0.01
BMI,0.22,0.0823,0.1,2545997961.2,115.27,87.04,-24.0,0.12,0.02,1.06,0.12
BMI,0.22,0.0823,0.1,2545997961.2,115.27,87.04,-24.0,0.12,0.02,1.06,0.12
AR,0.39,0.2073,-0.04,-2185040336.66,34.42,-6.96,-120.0,-0.04,-0.02,0.0,-0.03
WWD,0.05,0.1184,0.06,4724688037.25,97.38,74.91,-23.0,0.07,0.03,1.22,0.09
AAPL,0.14,0.1066,0.19,1477974375372.45,147.81,90.09,-39.0,0.29,0.04,0.28,0.26
BWAY,0.07,0.1195,-0.2,-40536212.99,1.82,-2.46,-235.0,-0.26,-0.21,1.87,-0.22
BWAY,0.07,0.1195,-0.2,-40536212.99,1.82,-2.46,-235.0,-0.26,-0.21,1.87,-0.22
CDZI,0.05,0.09609999999999999,-0.39,-948542005.21,2.11,-21.73,-1130.0,-0.41,-0.34,4.36,-55.41
CDZI,0.05,0.09609999999999999,-0.39,-948542005.21,2.11,-21.73,-1130.0,-0.41,-0.34,4.36,-55.41
THRM,0.21,0.10640000000000001,0.07,1732921939.28,74.57,52.15,-30.0,0.09,0.04,0.89,0.09
AMOT,0.14,0.10779999999999999,0.05,-60186494.57,36.61,-4.05,-111.00000000000001,0.06,0.04,0.29,0.06
ARE,0.18,0.07769999999999999,0.02,24606890001.81,153.32,158.79,4.0,0.03,0.02,0.48,0.27
BECN,-1.2,0.094,-0.0,-827245454.58,59.47,-11.8,-120.0,-0.0,0.07,0.16,0.04
BECN,-1.2,0.094,-0.0,-827245454.58,59.47,-11.8,-120.0,-0.0,0.07,0.16,0.04
VRSK,0.06,0.08220000000000001,0.09,24104503691.55,185.44,149.57,-19.0,0.11,0.02,0.15,0.22
VWE,-1.24,0.0287,0.0,-1040389797.85,3.58,-17.21,-581.0,0.0,-0.0,0.22,-0.0
UNP,0.03,0.0892,0.1,115171222906.79,214.73,179.15,-17.0,0.1,0.05,0.17,0.3
WAT,0.05,0.084,0.2,15525875966.51,347.37,254.37,-27.0,0.26,0.03,0.74,0.25
WWE,0.19,0.0925,0.12,2734898159.89,80.5,61.16,-24.0,0.2,0.03,0.33,0.16
ALG,0.04,0.121,0.07,-122672314.04,152.22,-10.29,-107.0,0.08,0.04,0.22,0.06
ADI,-0.01,0.09119999999999999,0.06,46808145071.02,168.63,89.1,-47.0,0.06,0.02,0.71,0.19
ZTS,0.09,0.0785,0.13,55229473050.72,157.42,116.73,-26.0,0.15,0.03,1.94,0.26
ANIK,-0.58,0.0882,0.02,28993063.61,31.56,2.01,-94.0,0.02,0.01,3.17,0.03
AMR,-0.73,0.1399,-0.03,-240441025.56,168.59,-13.07,-108.0,-0.04,0.09,0.27,0.13
BLU,0.74,0.0092,-0.22,-14894654722.44,10.2,-144.11,-1513.0,-0.23,-0.07,8.85,-4451.5
BLU,0.74,0.0092,-0.22,-14894654722.44,10.2,-144.11,-1513.0,-0.23,-0.07,8.85,-4451.5
VRSN,0.08,0.09230000000000001,0.37,15697384777.27,202.1,141.32,-30.0,0.8,0.03,0.21,0.59
AYI,0.05,0.11779999999999999,0.09,2540452095.01,189.0,72.61,-62.0,0.12,0.06,0.3,0.1
AYI,0.05,0.11779999999999999,0.09,2540452095.01,189.0,72.61,-62.0,0.12,0.06,0.3,0.1
ASGN,0.29,0.1063,0.07,1827678225.73,87.93,35.08,-60.0,0.08,0.09,1.17,0.1
ATEX,0.01,0.0809,-0.18,475052453.78,33.18,25.87,-22.0,-0.18,-0.06,10.96,-34.61
ATEX,0.01,0.0809,-0.18,475052453.78,33.18,25.87,-22.0,-0.18,-0.06,10.96,-34.61
TNDM,-0.42,0.09269999999999999,-0.18,1917652199.72,42.75,30.18,-28.999999999999996,-0.26,0.01,0.54,0.02
AEIS,0.12,0.1084,0.09,1052884116.0,92.67,27.95,-70.0,0.11,0.04,1.47,0.09
CAE,-1.16,0.11960000000000001,0.02,-3366513793.1,20.96,-10.63,-151.0,0.03,0.02,0.17,0.04
CAE,-1.16,0.11960000000000001,0.02,-3366513793.1,20.96,-10.63,-151.0,0.03,0.02,0.17,0.04
WDC,-0.92,0.0795,0.01,12941661024.5,35.45,41.53,17.0,0.02,0.14,0.44,0.08
WDAY,-0.31,0.11199999999999999,-0.04,17516791081.65,170.99,90.76,-47.0,-0.08,0.0,0.3,0.01
AME,0.06,0.10279999999999999,0.09,16089357793.19,144.39,69.55,-52.0,0.1,0.03,0.22,0.18
APH,0.07,0.10369999999999999,0.11,15105372488.67,80.62,25.26,-69.0,0.14,0.03,0.49,0.15
WES,0.29,0.16820000000000002,0.05,5592120881.22,28.38,13.69,-52.0,0.06,0.08,0.18,0.31
CDNS,0.37,0.0955,0.19,23686520156.42,172.43,85.47,-50.0,0.24,0.01,1.12,0.23
CDNS,0.37,0.0955,0.19,23686520156.42,172.43,85.47,-50.0,0.24,0.01,1.12,0.23
APTV,0.02,0.124,0.07,-886681063.11,103.73,-3.28,-103.0,0.1,0.02,0.75,0.04
BSX,-2.88,0.0818,0.07,12718540122.85,46.6,8.93,-81.0,0.08,0.02,0.45,0.09
BSX,-2.88,0.0818,0.07,12718540122.85,46.6,8.93,-81.0,0.08,0.02,0.45,0.09
VIR,-0.35,0.0375,-0.25,-4291525043.69,27.61,-32.79,-219.0,-0.3,0.15,1.02,0.48
BRKR,0.15,0.0929,0.07,2212900202.74,66.92,14.59,-78.0,0.1,0.03,1.14,0.11
BRKR,0.15,0.0929,0.07,2212900202.74,66.92,14.59,-78.0,0.1,0.03,1.14,0.11
ADNT,-0.81,0.0928,-0.04,-8401999134.87,37.73,-89.02,-336.0,-0.06,0.31,0.43,0.08
VMC,0.07,0.073,0.05,18632715021.95,184.49,140.41,-24.0,0.06,0.03,0.31,0.12
WH,-1.05,0.10300000000000001,0.02,4526603773.58,72.76,48.58,-33.0,0.03,0.04,0.43,0.2
VLO,-0.77,0.106,0.02,39179503074.9,127.07,95.83,-25.0,0.03,0.02,0.24,0.01
ANET,0.38,0.10439999999999999,0.15,18407832424.28,135.04,59.9,-56.00000000000001,0.18,0.02,0.56,0.29
TYL,0.03,0.0823,0.06,8605066386.36,342.22,210.0,-39.0,0.08,0.01,0.37,0.1
ABCM,-0.01,0.09210000000000002,0.02,378921098.73,17.0,1.66,-90.0,0.02,0.0,0.51,0.01
AAU,-0.05,0.1024,-0.04,-95654593.42,0.245,-0.7,-386.0,-0.04,-0.08,17.22,-inf
ADUS,0.27,0.0834,0.04,772270835.85,112.55,48.49,-56.99999999999999,0.05,0.03,1.44,0.05
WAB,0.16,0.10220000000000001,0.03,10998879261.75,103.38,58.87,-43.0,0.03,0.03,0.16,0.07
YUM,0.06,0.09480000000000001,0.26,20636623652.77,129.68,70.4,-46.0,0.36,0.04,0.34,0.24
TDY,0.07,0.0917,0.07,11513594406.17,427.19,246.78,-42.0,0.09,0.02,0.32,0.1
WEYS,-1.07,0.071,0.05,192978000.0,26.3,19.79,-25.0,0.05,0.08,0.57,0.08
ANSS,0.02,0.0987,0.09,9590815810.13,256.74,109.92,-56.99999999999999,0.11,0.02,0.86,0.24
ALB,-0.27,0.11560000000000001,0.05,-15101595871.96,284.28,-129.1,-145.0,0.06,0.0,0.23,0.04
BTBD,0.0,0.08539999999999999,0.03,14098240.41,2.02,2.19,8.0,0.03,0.05,13.39,0.0
BTBD,0.0,0.08539999999999999,0.03,14098240.41,2.02,2.19,8.0,0.03,0.05,13.39,0.0
WELL,-0.07,0.08869999999999999,0.03,17355240812.67,71.08,39.87,-44.0,0.03,0.01,0.27,0.07
URI,0.09,0.1038,0.06,14594851866.87,356.57,201.6,-43.0,0.07,0.05,0.06,0.14
WST,0.34,0.0989,0.13,7243606317.57,244.35,97.78,-60.0,0.16,0.04,1.28,0.23
TECH,0.43,0.1042,0.09,5625869351.28,84.69,143.17,69.0,0.09,0.08,0.98,0.25
APPF,0.71,0.0859,0.17,701753990.45,120.04,36.52,-70.0,0.19,0.0,1.1,0.0
TSCO,0.16,0.0765,0.13,14974739402.35,224.94,131.57,-42.0,0.18,0.04,0.43,0.08
UCTT,-2.23,0.1336,0.04,723083627.27,35.14,16.1,-54.0,0.05,0.08,0.99,0.06
UDMY,0.05,0.0148,-0.33,-2062041863.55,14.38,-14.84,-202.99999999999997,-1.13,-0.04,1.56,-0.16
ALGM,1.02,0.011200000000000002,0.08,24854389296.46,31.5,131.02,316.0,0.09,0.02,2.71,0.16
BFC,0.15,0.0562,0.01,2753309485.02,97.32,360.91,271.0,0.11,0.06,0.12,0.41
BFC,0.15,0.0562,0.01,2753309485.02,97.32,360.91,271.0,0.11,0.06,0.12,0.41
BR,0.03,0.08199999999999999,0.09,7454514061.35,148.99,63.94,-56.99999999999999,0.11,0.03,0.17,0.09
BR,0.03,0.08199999999999999,0.09,7454514061.35,148.99,63.94,-56.99999999999999,0.11,0.03,0.17,0.09
WNS,0.06,0.1425,0.11,1427215475.92,84.37,29.28,-65.0,0.14,0.03,0.47,0.12
YETI,0.52,0.1707,0.15,1079322002.45,46.99,12.32,-74.0,0.24,0.05,0.77,0.15
VTR,-0.18,0.0886,0.01,9010661975.52,46.24,22.57,-51.0,0.01,0.0,0.13,0.01
UI,0.09,0.0934,0.51,7520199312.92,300.8,120.46,-60.0,0.74,0.02,0.44,0.22
ADSK,0.09,0.1182,0.06,15105494105.2,201.11,68.67,-66.0,0.11,0.01,0.38,0.11
CDW,0.1,0.0876,0.09,6951400135.22,190.02,51.22,-73.0,0.14,0.04,0.05,0.05
CDW,0.1,0.0876,0.09,6951400135.22,190.02,51.22,-73.0,0.14,0.04,0.05,0.05
VVV,0.25,0.10279999999999999,0.11,2510707108.05,32.98,13.95,-57.99999999999999,0.13,0.07,0.4,0.14
ABMD,-0.11,0.1207,0.16,3545345139.03,377.2,77.92,-79.0,0.18,0.01,0.96,0.13
TRNS,0.12,0.0703,0.06,299028548.19,81.08,39.77,-51.0,0.08,0.02,0.05,0.06
VRTV,0.43,0.1158,0.01,748205152.82,137.41,51.27,-63.0,0.02,0.07,0.06,0.02
AIMC,-0.15,0.1251,0.01,321957871.41,58.91,4.96,-92.0,0.01,0.01,0.59,0.01
TREX,0.11,0.11449999999999999,0.25,1484015269.31,45.15,12.89,-71.0,0.29,0.04,1.59,0.17
VPG,0.07,0.09570000000000001,0.05,199057448.24,40.87,15.79,-61.0,0.06,0.04,1.3,0.06
AGYS,-0.02,0.1056,-0.1,434607563.14,67.22,17.66,-74.0,-0.16,0.0,1.36,0.04
TILE,-0.69,0.0943,0.02,422707751.17,11.3,7.16,-37.0,0.03,0.08,0.37,0.05
ZEN,0.14,0.08990000000000001,-0.1,2007214969.56,77.48,16.54,-79.0,-0.15,-0.02,0.52,-0.17
TNET,0.14,0.0978,0.09,1631373959.59,71.74,24.81,-65.0,0.21,0.07,0.35,0.07
CBAT,-1.03,0.1374,0.01,-411428159.96,1.23,-4.64,-476.99999999999994,-0.01,0.56,0.07,1.17
CBAT,-1.03,0.1374,0.01,-411428159.96,1.23,-4.64,-476.99999999999994,-0.01,0.56,0.07,1.17
TKR,0.06,0.102,0.07,2039380282.67,73.83,26.88,-64.0,0.08,0.07,0.29,0.09
VRE,0.04,0.0572,0.0,4913158466.27,16.23,54.02,233.0,0.0,-0.08,0.27,-0.37
TENB,-0.03,0.0892,-0.11,1377227203.25,38.36,12.82,-67.0,-0.25,-0.01,0.57,-0.09
ADP,0.06,0.0816,0.05,38070957865.65,269.9,90.35,-67.0,0.28,0.03,0.03,0.18
UFPT,0.05,0.0707,0.07,315255179.57,122.26,41.86,-66.0,0.08,0.02,0.32,0.08
AVAV,-0.39,0.0565,0.05,-5460448634.31,92.68,-220.06,-337.0,0.05,-0.0,0.76,-0.01
AVAV,-0.39,0.0565,0.05,-5460448634.31,92.68,-220.06,-337.0,0.05,-0.0,0.76,-0.01
AMBA,0.06,0.1274,-0.07,278297967.31,76.38,7.52,-90.0,-0.08,-0.01,1.92,-0.08
BOSC,-0.75,0.0747,-0.0,-26138743.52,2.24,-4.99,-323.0,-0.01,0.04,0.21,0.01
BOSC,-0.75,0.0747,-0.0,-26138743.52,2.24,-4.99,-323.0,-0.01,0.04,0.21,0.01
ALTR,-0.28,0.12240000000000001,0.0,229693865.58,49.88,4.52,-91.0,0.0,-0.0,0.87,-0.02
AA,-2.2,0.16079999999999997,-0.01,-5354206550.38,50.39,-28.62,-157.0,-0.01,0.05,0.56,0.04
VMD,0.42,0.1274,0.16,37842019.46,7.4,0.95,-87.0,0.22,0.03,1.59,0.08
VICR,0.42,0.1115,0.09,212537297.88,52.84,6.64,-87.0,0.11,0.02,3.72,0.16
BRSP,0.13,0.0344,-0.04,-5484966839.42,6.99,-42.27,-705.0,-0.04,-0.11,2.45,-0.31
BRSP,0.13,0.0344,-0.04,-5484966839.42,6.99,-42.27,-705.0,-0.04,-0.11,2.45,-0.31
TYG,-0.49,0.1578,-0.27,70267926.44,33.37,5.89,-82.0,-0.29,0.34,0.0,22.98
TPL,0.14,0.1567,0.48,2457264943.4,2600.61,317.22,-88.0,0.51,0.01,8.41,0.6
VCEL,-1.05,0.15560000000000002,-0.04,136806715.91,23.85,2.92,-88.0,-0.04,-0.01,2.62,-0.05
SYY,0.48,0.0981,0.05,9915024448.41,85.33,19.34,-77.0,0.07,0.03,0.1,0.02
TTD,0.23,0.12240000000000001,0.07,2755261890.53,54.49,6.32,-88.0,0.16,0.0,0.42,0.12
XYL,0.01,0.0888,0.05,3941955460.7,113.53,21.86,-81.0,0.06,0.02,0.97,0.08
ASTE,-0.2,0.12269999999999999,0.01,-439968280.3,43.79,-19.33,-144.0,0.01,0.02,0.6,0.02
ASTE,-0.2,0.12269999999999999,0.01,-439968280.3,43.79,-19.33,-144.0,0.01,0.02,0.6,0.02
APG,-0.98,0.11720000000000001,-0.01,-851624999.96,19.39,-3.67,-119.0,-0.01,0.01,1.37,0.01
AZPN,-1.54,0.08039999999999999,,1273491081.27,239.99,19.03,-92.0,,-0.0,0.19,-0.07
AZPN,-1.54,0.08039999999999999,,1273491081.27,239.99,19.03,-92.0,,-0.0,0.19,-0.07
BHE,0.26,0.07780000000000001,0.01,-2456829266.27,28.93,-69.75,-341.0,0.02,0.04,0.42,0.02
BHE,0.26,0.07780000000000001,0.01,-2456829266.27,28.93,-69.75,-341.0,0.02,0.04,0.42,0.02
BL,0.45,0.08310000000000001,-0.05,377254526.46,67.29,6.43,-90.0,-0.06,-0.03,1.67,-0.27
BL,0.45,0.08310000000000001,-0.05,377254526.46,67.29,6.43,-90.0,-0.06,-0.03,1.67,-0.27
AKR,-0.91,0.079,0.01,1060975620.89,15.16,11.99,-21.0,0.01,0.02,0.21,0.08
TH,-0.56,0.1932,-0.01,87495424.07,14.94,0.86,-94.0,-0.01,-0.0,0.32,-0.02
WMS,-1.21,0.111,0.05,604160901.63,95.33,8.48,-91.0,0.06,0.04,0.05,0.1
BLFS,-1.65,0.1454,-0.14,-286879975.99,21.93,-6.89,-131.0,-0.15,-0.01,1.73,-0.06
BLFS,-1.65,0.1454,-0.14,-286879975.99,21.93,-6.89,-131.0,-0.15,-0.01,1.73,-0.06
VMEO,-0.1,0.0159,-0.17,1684445828.82,4.32,10.81,150.0,-0.55,-0.07,1.25,-0.13
VOC,0.13,0.1099,0.28,3523997.84,9.19,0.21,-98.0,0.28,0.06,inf,0.93
WDFC,0.04,0.0129,0.17,-1120624613.6,173.01,-81.74,-147.0,0.21,0.03,0.34,0.13
AMPL,0.6,0.0415,-0.21,-2404082493.12,13.39,-44.62,-433.0,-0.3,-0.05,3.39,-0.45
WK,-0.06,0.1017,-0.1,223332971.6,84.1,4.82,-94.0,-0.44,-0.01,0.46,-0.09
BPT,-0.32,0.0451,45.84,-320352.6,13.64,-0.01,-100.0,70.61,0.03,16.49,0.83
BPT,-0.32,0.0451,45.84,-320352.6,13.64,-0.01,-100.0,70.61,0.03,16.49,0.83
TETE,0.0,0.0026,-0.55,-110856.0,10.24,0.0,-100.0,12.0,0.0,0.0,0.0
VBOC,0.0,0.0949,-0.07,-496585.0,10.03,0.0,-100.0,5.74,0.0,0.05,0.0
AMV,0.0,0.030899999999999997,-147.16,-800449178.09,9.35,0.0,-100.0,4.88,0.0,4.44,0.0
ASNS,0.0,0.0318,-0.76,-196317767.3,0.5999,0.0,-100.0,2.95,0.0,0.12,0.0
VMGA,0.0,0.003,-0.55,-465998.0,10.09,-0.02,-100.0,2.62,-0.0,0.14,0.0
TGL,0.0,0.0207,-1.16,-682066455.17,1.89,0.0,-100.0,2.58,0.0,0.55,0.0
VCXB,0.0,0.0024,-0.09,-586509.0,10.235,0.0,-100.0,2.48,0.0,0.0,0.0
BTMD,0.16,0.0258,0.8,2501806783.39,4.18,0.0,-100.0,1.44,0.0,1.55,0.23
BTMD,0.16,0.0258,0.8,2501806783.39,4.18,0.0,-100.0,1.44,0.0,1.55,0.23
TGR,0.0,0.0039000000000000003,-0.67,-1090057.0,10.24,0.0,-100.0,1.37,0.0,0.02,0.0
ACON,0.07,0.047599999999999996,-3.01,,0.88,0.0,-100.0,1.29,0.0,0.06,-82.11
AMLX,1.06,0.0008,-2.7,-196751283088.26,39.23,0.0,-100.0,1.08,0.0,2.89,-308.53
VRAX,0.0,0.1366,-27.65,-10833012.06,1.39,0.0,-100.0,0.93,0.0,0.02,0.0
BYNO,0.0,0.08259999999999999,-0.05,-2329354.45,10.08,0.0,-100.0,0.77,0.0,0.0,0.0
BYNO,0.0,0.08259999999999999,-0.05,-2329354.45,10.08,0.0,-100.0,0.77,0.0,0.0,0.0
TNON,3.75,0.010700000000000001,-1.39,,1.85,0.0,-100.0,0.69,0.0,0.19,-44.11
BIAF,0.0,0.061399999999999996,-27.14,,2.94,0.0,-100.0,0.6,0.0,0.1,0.0
BIAF,0.0,0.061399999999999996,-27.14,,2.94,0.0,-100.0,0.6,0.0,0.1,0.0
ANGH,0.67,0.053399999999999996,-0.8,-4603479861.4,2.48,0.0,-100.0,0.55,0.0,0.02,-0.5
TOP,0.0,0.0296,0.26,76609033.22,4.87,0.0,-100.0,0.44,0.0,1.68,0.0
AIU,0.41,0.039599999999999996,-2.48,-13973648967.76,1.03,0.0,-100.0,0.29,0.0,0.01,-1.46
AMTD,0.29,0.0625,0.12,,1.89,0.0,-100.0,0.15,0.0,0.68,0.88
TKLF,0.0,0.008,0.04,-3867037048.0,1.369,0.0,-100.0,0.15,0.0,0.32,0.0
VEDU,0.0,0.0567,0.08,964167424.01,0.69,0.0,-100.0,0.13,0.0,0.06,0.0
ASA,-0.63,0.11410000000000001,0.12,-794192.23,14.65,-0.04,-100.0,0.12,0.06,0.17,6.86
WTW,0.83,0.0766,0.05,162309820753.75,247.56,0.0,-100.0,0.09,0.0,0.3,0.47
TYDE,0.0,0.002,0.07,-161977177.0,0.2999,0.0,-100.0,0.08,0.0,2.18,0.0
VBNK,0.05,0.10490000000000001,0.01,-9640715271.93,6.65,0.0,-100.0,0.06,0.0,0.14,0.37
BALL,0.17,0.06309999999999999,0.03,-12861309955.99,55.81,0.0,-100.0,0.05,0.0,0.09,0.06
BALL,0.17,0.06309999999999999,0.03,-12861309955.99,55.81,0.0,-100.0,0.05,0.0,0.09,0.06
TIRX,0.0,0.0026,0.04,-1054530325.08,2.3961,0.0,-100.0,0.05,0.0,26.86,0.0
AEAE,0.0,0.003,0.05,-1078634791.33,10.11,0.0,-100.0,0.05,0.0,2.82,0.0
WBD,0.42,0.0861,0.04,50566421080.27,11.55,0.0,-100.0,0.04,0.0,1.13,0.08
BFAC,0.0,0.002,0.04,-2514975569.0,10.19,0.0,-100.0,0.04,0.0,6.18,0.0
BFAC,0.0,0.002,0.04,-2514975569.0,10.19,0.0,-100.0,0.04,0.0,6.18,0.0
WLYB,0.0,0.0596,0.03,25152433375.0,46.77,0.0,-100.0,0.04,0.0,0.1,0.0
WLY,-0.99,0.0683,0.03,12139582196.72,46.78,0.0,-100.0,0.04,0.0,0.1,0.07
BFH,0.4,0.0588,0.02,156574839744.99,39.78,0.0,-100.0,0.03,0.0,4.87,0.29
BFH,0.4,0.0588,0.02,156574839744.99,39.78,0.0,-100.0,0.03,0.0,4.87,0.29
TLGY,0.0,0.001,0.02,-2625595867.0,10.21,0.0,-100.0,0.02,0.0,8.13,0.0
VVX,-0.96,0.0753,0.0,,40.8,0.0,-100.0,0.02,0.0,0.16,0.01
TFPM,0.0,0.0088,0.01,15685419545.45,13.54,0.0,-100.0,0.01,0.0,7.63,0.0
BOCN,0.0,0.0075,0.01,-426225238.67,10.19,0.0,-100.0,0.01,0.0,6.96,0.0
BOCN,0.0,0.0075,0.01,-426225238.67,10.19,0.0,-100.0,0.01,0.0,6.96,0.0
APXI,0.0,0.0,0.01,-234112619.0,10.24,0.0,-100.0,0.01,0.0,2.95,0.0
